Age,Occupation,Sex,Capital gain,Capital loss,Hours per week,Income
44, Craft-repair, Male,0,0,35, <=50K
43, Machine-op-inspct, Male,0,0,40, >50K
44, Handlers-cleaners, Male,0,0,40, >50K
35, Sales, Male,0,0,60, <=50K
27, Prof-specialty, Male,0,0,40, <=50K
43, Prof-specialty, Male,0,0,38, <=50K
20, Sales, Female,0,0,25, <=50K
42, Prof-specialty, Female,8614,0,40, >50K
27, Transport-moving, Male,3411,0,40, <=50K
42, Craft-repair, Male,0,0,40, >50K
24, Machine-op-inspct, Male,0,1721,40, <=50K
48, Exec-managerial, Male,0,0,40, <=50K
17, Farming-fishing, Male,0,0,10, <=50K
33, Exec-managerial, Male,0,0,40, >50K
50, Sales, Male,0,0,50, >50K
22, Sales, Female,2597,0,40, <=50K
17, Other-service, Male,0,0,16, <=50K
32, Adm-clerical, Male,0,0,40, <=50K
31, Craft-repair, Male,0,0,45, <=50K
58, Exec-managerial, Male,0,0,50, <=50K
29, Protective-serv, Male,0,0,48, <=50K
37, Craft-repair, Male,0,0,40, >50K
34, Craft-repair, Male,0,0,40, >50K
23, Exec-managerial, Male,0,0,40, <=50K
18, Adm-clerical, Female,0,0,5, <=50K
34, Exec-managerial, Female,0,0,40, <=50K
45, Prof-specialty, Female,0,0,55, <=50K
41, Exec-managerial, Male,0,0,35, <=50K
26, Other-service, Male,0,0,30, <=50K
54, Farming-fishing, Male,0,0,40, <=50K
24, Machine-op-inspct, Female,0,0,45, <=50K
42, Prof-specialty, Male,0,0,50, <=50K
20, Prof-specialty, Male,0,0,20, <=50K
23, Tech-support, Female,0,0,20, <=50K
35, Prof-specialty, Male,0,0,60, >50K
31, Tech-support, Male,0,1902,40, >50K
30, Prof-specialty, Female,0,0,40, <=50K
19, Sales, Female,0,0,20, <=50K
36, Prof-specialty, Male,0,0,50, <=50K
31, Sales, Female,0,1380,40, <=50K
21, Handlers-cleaners, Male,0,0,30, <=50K
31, Craft-repair, Male,0,0,40, <=50K
46, Prof-specialty, Female,25236,0,65, >50K
44, Exec-managerial, Female,0,0,50, >50K
40, Other-service, Male,0,0,40, <=50K
45, Sales, Male,0,0,40, <=50K
60, Craft-repair, Male,0,0,35, <=50K
18, Other-service, Male,0,0,25, <=50K
28, Prof-specialty, Male,0,0,40, <=50K
36, Adm-clerical, Female,0,0,40, <=50K
40, Tech-support, Male,4386,0,40, <=50K
36, Adm-clerical, Female,0,0,35, <=50K
31, Other-service, Female,0,0,40, <=50K
33, Machine-op-inspct, Male,0,0,40, <=50K
19, Tech-support, Female,0,0,40, <=50K
22, Sales, Female,0,0,15, <=50K
34, Exec-managerial, Male,0,0,45, >50K
33, Other-service, Male,0,0,40, <=50K
41, Craft-repair, Male,0,2051,60, <=50K
29, Prof-specialty, Male,4650,0,40, <=50K
50, Exec-managerial, Male,0,0,42, >50K
42, Exec-managerial, Male,7298,0,45, >50K
44, Sales, Female,0,0,40, <=50K
20, Other-service, Female,0,0,20, <=50K
31, Other-service, Male,0,0,40, <=50K
23, Other-service, Female,0,0,24, <=50K
55, Adm-clerical, Female,0,0,40, <=50K
26, Adm-clerical, Male,0,2377,45, <=50K
25, Other-service, Female,0,0,15, <=50K
35, Craft-repair, Male,2407,0,40, <=50K
36, Sales, Female,0,0,36, <=50K
43, Prof-specialty, Male,0,0,50, <=50K
56, Other-service, Female,594,0,20, <=50K
42, Tech-support, Male,0,0,40, >50K
19, Other-service, Female,0,0,25, <=50K
55, Transport-moving, Male,0,0,72, <=50K
42, Exec-managerial, Female,14084,0,50, >50K
26, Tech-support, Male,0,0,40, <=50K
17, Handlers-cleaners, Male,0,0,20, <=50K
42, Prof-specialty, Female,0,0,40, >50K
55, Transport-moving, Male,7688,0,40, >50K
32, Adm-clerical, Female,0,0,40, <=50K
29, Craft-repair, Male,0,0,40, <=50K
46, Prof-specialty, Male,0,0,37, <=50K
29, Exec-managerial, Male,7688,0,40, >50K
22, Prof-specialty, Male,0,0,20, <=50K
58, Craft-repair, Male,0,0,40, <=50K
23, Transport-moving, Male,0,0,50, <=50K
39, Handlers-cleaners, Male,0,0,40, <=50K
27, Craft-repair, Male,0,0,38, <=50K
54, Transport-moving, Male,0,0,40, >50K
33, Prof-specialty, Female,0,0,45, <=50K
46, Adm-clerical, Female,0,0,40, >50K
37, Farming-fishing, Male,0,0,40, <=50K
36, Other-service, Female,0,0,18, <=50K
59, Adm-clerical, Female,0,0,38, >50K
34, Protective-serv, Male,0,0,40, <=50K
53, Exec-managerial, Male,0,0,70, >50K
51, Sales, Male,0,0,55, >50K
32, Other-service, Female,0,0,42, <=50K
31, Other-service, Male,0,0,40, <=50K
22, Sales, Female,0,0,30, <=50K
47, Sales, Female,0,0,50, <=50K
32, Machine-op-inspct, Male,0,0,40, <=50K
26, Farming-fishing, Female,0,0,38, <=50K
37, Farming-fishing, Male,0,0,32, <=50K
31, Craft-repair, Male,0,0,55, <=50K
37, Tech-support, Female,0,0,24, >50K
55, Sales, Male,0,0,38, <=50K
23, Tech-support, Male,0,0,56, <=50K
36, Adm-clerical, Female,0,0,40, <=50K
43, Sales, Male,0,0,50, >50K
54, Tech-support, Male,0,0,40, <=50K
28, Machine-op-inspct, Female,0,1669,42, <=50K
40, Exec-managerial, Male,0,0,50, >50K
41, Exec-managerial, Male,0,0,60, <=50K
40, Sales, Female,0,0,55, >50K
42, Adm-clerical, Female,0,0,38, <=50K
61, Farming-fishing, Male,0,2352,50, <=50K
18, Machine-op-inspct, Male,0,0,30, <=50K
48, Tech-support, Male,0,0,50, >50K
41, Tech-support, Male,0,0,40, <=50K
23, Sales, Female,2463,0,40, <=50K
60, Transport-moving, Male,0,0,60, >50K
22, Other-service, Male,0,0,20, <=50K
61, Machine-op-inspct, Male,0,0,40, <=50K
25, Machine-op-inspct, Male,0,0,40, <=50K
46, Tech-support, Male,0,0,35, >50K
43, Exec-managerial, Male,0,1902,40, >50K
43, Craft-repair, Male,0,0,40, <=50K
24, Other-service, Male,0,1721,30, <=50K
68, Farming-fishing, Male,0,0,20, <=50K
31, Adm-clerical, Female,0,0,38, <=50K
17, Sales, Female,0,0,20, <=50K
32, Craft-repair, Male,5178,0,48, >50K
33, Prof-specialty, Male,3103,0,47, >50K
64, Prof-specialty, Male,0,0,40, >50K
20, Transport-moving, Male,0,0,30, <=50K
30, Other-service, Female,0,0,36, <=50K
43, Exec-managerial, Male,0,0,45, <=50K
22, Adm-clerical, Male,0,0,40, <=50K
17, Farming-fishing, Male,0,0,20, <=50K
47, Other-service, Female,0,0,75, <=50K
41, Prof-specialty, Female,0,0,60, <=50K
56, Craft-repair, Male,0,0,50, >50K
64, Transport-moving, Male,0,0,45, <=50K
47, Transport-moving, Male,0,0,50, >50K
48, Adm-clerical, Male,0,0,40, <=50K
31, Prof-specialty, Female,0,0,46, <=50K
29, Tech-support, Male,0,0,40, <=50K
30, Adm-clerical, Female,0,0,40, <=50K
32, Exec-managerial, Male,0,1672,60, <=50K
57, Transport-moving, Male,0,653,42, >50K
62, Other-service, Female,0,0,40, <=50K
39, Machine-op-inspct, Female,0,0,24, <=50K
43, Adm-clerical, Male,0,0,25, <=50K
24, Sales, Male,0,0,40, <=50K
53, Adm-clerical, Female,4386,0,40, >50K
26, Handlers-cleaners, Male,0,0,40, <=50K
73, Exec-managerial, Male,0,0,40, <=50K
55, Machine-op-inspct, Male,0,0,40, <=50K
25, Adm-clerical, Male,0,0,40, <=50K
41, Prof-specialty, Female,0,0,50, >50K
24, Exec-managerial, Male,0,0,50, <=50K
63, Farming-fishing, Male,0,0,6, <=50K
17, Sales, Male,0,0,20, <=50K
35, Craft-repair, Male,0,0,50, <=50K
51, Prof-specialty, Male,0,0,40, >50K
62, Prof-specialty, Female,0,0,48, <=50K
55, Craft-repair, Male,4386,0,40, >50K
43, Prof-specialty, Male,0,0,40, <=50K
40, Other-service, Female,0,0,50, <=50K
37, Exec-managerial, Male,0,0,45, >50K
39, Craft-repair, Male,0,0,40, <=50K
31, Craft-repair, Male,0,0,18, <=50K
61, Prof-specialty, Female,0,0,40, >50K
26, Adm-clerical, Female,0,0,55, <=50K
46, Sales, Male,0,0,50, <=50K
26, Prof-specialty, Female,0,0,40, <=50K
48, Prof-specialty, Male,0,0,50, >50K
34, Transport-moving, Male,0,0,40, <=50K
34, Adm-clerical, Female,0,0,40, <=50K
59, Other-service, Male,0,0,40, >50K
34, Prof-specialty, Female,0,0,40, <=50K
49, Exec-managerial, Female,0,0,56, >50K
18, Adm-clerical, Female,0,0,20, <=50K
43, Farming-fishing, Male,0,0,40, <=50K
48, Exec-managerial, Male,0,0,50, <=50K
28, Exec-managerial, Male,0,0,70, <=50K
33, Machine-op-inspct, Male,0,0,40, <=50K
24, Sales, Female,0,0,15, <=50K
21, Handlers-cleaners, Male,0,0,40, <=50K
17, Sales, Male,0,0,28, <=50K
39, Farming-fishing, Male,0,0,50, >50K
29, Prof-specialty, Male,0,0,40, <=50K
44, Exec-managerial, Male,0,0,40, >50K
24, Transport-moving, Male,0,0,50, <=50K
71, Sales, Male,10605,0,40, >50K
51, Sales, Male,0,2415,40, >50K
55, Other-service, Male,0,0,25, <=50K
41, Exec-managerial, Male,0,0,60, >50K
23, Handlers-cleaners, Female,0,0,7, <=50K
38, Adm-clerical, Female,0,0,40, <=50K
39, Transport-moving, Male,0,0,40, >50K
19, Adm-clerical, Female,0,0,30, <=50K
49, Machine-op-inspct, Female,0,0,40, <=50K
32, Adm-clerical, Male,0,0,40, >50K
27, Craft-repair, Male,0,0,70, <=50K
38, Sales, Male,0,0,50, >50K
33, Craft-repair, Female,0,0,60, <=50K
23, Exec-managerial, Male,0,0,28, <=50K
54, Sales, Male,0,0,40, <=50K
29, Tech-support, Female,2174,0,45, <=50K
35, Exec-managerial, Male,0,0,40, <=50K
28, Adm-clerical, Female,0,0,40, <=50K
37, Prof-specialty, Male,7688,0,50, >50K
42, Farming-fishing, Male,0,0,65, >50K
40, Prof-specialty, Male,0,0,40, <=50K
47, Sales, Male,0,0,55, <=50K
22, Exec-managerial, Female,0,0,50, <=50K
30, Exec-managerial, Male,0,0,45, >50K
28, Tech-support, Male,0,0,40, <=50K
63, Other-service, Male,0,0,55, <=50K
51, Craft-repair, Male,0,0,20, <=50K
22, Handlers-cleaners, Female,0,0,40, <=50K
35, Sales, Male,0,0,45, <=50K
46, Machine-op-inspct, Female,0,0,38, <=50K
37, Machine-op-inspct, Male,0,0,52, <=50K
24, Prof-specialty, Male,0,0,15, <=50K
37, Handlers-cleaners, Male,0,0,10, <=50K
53, Tech-support, Male,0,0,40, <=50K
27, Sales, Male,0,0,30, <=50K
38, Craft-repair, Male,0,0,44, <=50K
53, Farming-fishing, Male,0,0,60, <=50K
34, Craft-repair, Male,0,0,40, <=50K
23, Sales, Male,0,0,40, <=50K
39, Exec-managerial, Male,15024,0,45, >50K
43, Prof-specialty, Female,0,0,50, <=50K
67, Exec-managerial, Male,0,0,40, >50K
81, Exec-managerial, Male,0,0,30, <=50K
21, Other-service, Male,0,0,20, <=50K
23, Sales, Male,0,0,25, <=50K
25, Transport-moving, Male,0,0,40, <=50K
42, Machine-op-inspct, Female,0,0,38, <=50K
38, Adm-clerical, Female,0,0,40, <=50K
32, Machine-op-inspct, Male,0,0,40, <=50K
37, Machine-op-inspct, Male,0,0,40, <=50K
51, Exec-managerial, Male,0,0,60, >50K
22, Sales, Female,0,0,42, <=50K
33, Priv-house-serv, Female,0,0,40, <=50K
42, Machine-op-inspct, Male,0,0,55, <=50K
51, Other-service, Male,0,0,40, <=50K
23, Adm-clerical, Female,0,0,40, <=50K
37, Machine-op-inspct, Male,3103,0,44, >50K
37, Craft-repair, Male,0,0,99, >50K
47, Prof-specialty, Female,0,0,25, <=50K
41, Prof-specialty, Male,0,2415,40, >50K
33, Craft-repair, Male,0,0,30, <=50K
31, Sales, Male,0,0,40, >50K
31, Other-service, Female,0,0,40, <=50K
35, Machine-op-inspct, Male,0,0,40, <=50K
38, Exec-managerial, Male,0,0,40, >50K
18, Other-service, Female,0,0,45, <=50K
20, Machine-op-inspct, Male,0,0,40, <=50K
54, Exec-managerial, Female,0,0,35, <=50K
40, Adm-clerical, Female,0,0,40, <=50K
36, Exec-managerial, Female,0,1977,45, >50K
43, Craft-repair, Male,0,0,35, <=50K
44, Farming-fishing, Male,0,0,40, <=50K
44, Prof-specialty, Female,0,0,40, >50K
43, Exec-managerial, Male,0,0,43, >50K
51, Other-service, Female,0,0,40, <=50K
18, Other-service, Female,0,0,20, <=50K
51, Exec-managerial, Male,0,0,40, <=50K
44, Sales, Male,0,0,70, >50K
33, Transport-moving, Male,0,0,40, <=50K
33, Exec-managerial, Male,0,0,40, >50K
42, Exec-managerial, Male,0,0,40, >50K
25, Prof-specialty, Male,0,0,45, <=50K
32, Machine-op-inspct, Female,0,0,38, <=50K
32, Craft-repair, Male,0,0,70, <=50K
36, Exec-managerial, Female,0,0,40, <=50K
28, Transport-moving, Male,0,0,40, <=50K
20, Other-service, Female,0,0,20, <=50K
35, Sales, Male,0,0,60, >50K
55, Craft-repair, Male,0,0,20, <=50K
48, Exec-managerial, Male,0,0,40, >50K
34, Craft-repair, Male,0,0,35, >50K
28, Tech-support, Female,0,0,35, <=50K
67, Exec-managerial, Male,0,2392,40, >50K
37, Craft-repair, Male,0,0,40, <=50K
44, Transport-moving, Male,0,0,70, <=50K
25, Sales, Female,0,0,40, <=50K
21, Exec-managerial, Female,4101,0,40, <=50K
40, Prof-specialty, Male,0,0,35, >50K
78, Other-service, Female,2964,0,40, <=50K
34, Handlers-cleaners, Male,0,0,40, <=50K
49, Adm-clerical, Female,0,0,44, <=50K
22, Adm-clerical, Female,0,0,40, <=50K
60, Farming-fishing, Male,0,0,42, <=50K
45, Protective-serv, Male,0,0,40, >50K
63, Other-service, Female,0,0,20, <=50K
41, Craft-repair, Female,0,0,35, <=50K
47, Adm-clerical, Female,0,0,40, <=50K
44, Craft-repair, Male,0,0,40, <=50K
51, Prof-specialty, Female,3325,0,40, <=50K
46, Sales, Male,0,1504,40, <=50K
41, Machine-op-inspct, Male,0,0,40, <=50K
50, Craft-repair, Male,0,0,30, <=50K
47, Adm-clerical, Male,0,0,50, >50K
35, Exec-managerial, Male,0,0,45, <=50K
56, Exec-managerial, Male,0,0,55, >50K
45, Prof-specialty, Male,0,0,45, <=50K
48, Exec-managerial, Male,0,0,58, >50K
40, Machine-op-inspct, Male,2580,0,40, <=50K
39, Exec-managerial, Male,15024,0,50, >50K
20, Other-service, Male,0,0,40, <=50K
50, Prof-specialty, Male,0,1902,65, >50K
38, Prof-specialty, Female,0,0,40, >50K
23, Prof-specialty, Female,0,0,60, <=50K
31, Other-service, Male,0,0,16, <=50K
58, Adm-clerical, Male,0,0,40, <=50K
66, Machine-op-inspct, Male,0,0,40, <=50K
39, Exec-managerial, Male,0,0,40, >50K
54, Craft-repair, Male,15024,0,52, >50K
26, Sales, Male,0,0,50, <=50K
51, Machine-op-inspct, Female,0,0,40, <=50K
34, Transport-moving, Male,0,0,40, <=50K
50, Machine-op-inspct, Male,3103,0,40, >50K
42, Prof-specialty, Male,0,0,44, >50K
38, Prof-specialty, Male,0,0,25, <=50K
48, Handlers-cleaners, Male,0,0,40, <=50K
33, Tech-support, Female,0,0,40, >50K
51, Other-service, Female,0,0,32, <=50K
22, Craft-repair, Male,0,0,40, <=50K
41, Craft-repair, Male,0,0,50, <=50K
48, Prof-specialty, Male,0,0,35, >50K
42, Sales, Female,0,0,30, <=50K
34, Other-service, Male,0,0,40, <=50K
23, Machine-op-inspct, Female,0,0,40, <=50K
56, Other-service, Male,0,0,50, <=50K
45, Exec-managerial, Male,0,0,55, >50K
48, Adm-clerical, Female,0,0,40, <=50K
48, Sales, Male,0,0,50, <=50K
31, Adm-clerical, Female,0,0,40, <=50K
20, Other-service, Male,0,1719,20, <=50K
27, Sales, Male,0,0,40, <=50K
32, Other-service, Female,0,0,40, <=50K
37, Other-service, Male,0,0,75, <=50K
34, Priv-house-serv, Female,0,0,30, <=50K
90, Other-service, Female,0,0,40, <=50K
23, Machine-op-inspct, Female,0,0,40, <=50K
43, Adm-clerical, Female,0,0,40, <=50K
44, Exec-managerial, Male,7688,0,60, >50K
24, Tech-support, Female,0,0,37, <=50K
28, Prof-specialty, Male,0,0,55, <=50K
23, Other-service, Male,0,0,40, <=50K
20, Sales, Female,0,0,50, <=50K
36, Prof-specialty, Male,0,1902,50, >50K
61, Machine-op-inspct, Male,0,0,40, <=50K
53, Sales, Male,0,0,40, >50K
30, Adm-clerical, Male,7298,0,40, >50K
52, Sales, Male,0,0,55, >50K
38, Craft-repair, Male,0,0,40, <=50K
32, Sales, Male,0,0,40, <=50K
30, Transport-moving, Male,0,0,75, <=50K
41, Craft-repair, Female,0,0,40, <=50K
49, Prof-specialty, Male,0,1902,40, >50K
45, Craft-repair, Male,0,0,47, >50K
43, Exec-managerial, Male,0,0,35, <=50K
61, Machine-op-inspct, Male,3471,0,40, <=50K
54, Other-service, Male,0,0,32, <=50K
34, Other-service, Female,0,0,40, <=50K
49, Sales, Male,0,0,80, >50K
38, Other-service, Male,0,0,40, <=50K
35, Prof-specialty, Male,0,1977,80, >50K
36, Transport-moving, Male,0,0,40, <=50K
30, Exec-managerial, Male,0,0,50, <=50K
36, Tech-support, Female,0,0,60, <=50K
22, Prof-specialty, Female,0,0,20, <=50K
38, Craft-repair, Male,0,1902,40, >50K
37, Craft-repair, Male,0,0,50, >50K
48, Prof-specialty, Female,0,1902,46, >50K
17, Adm-clerical, Male,0,0,15, <=50K
19, Craft-repair, Male,0,0,20, <=50K
27, Sales, Female,0,1590,40, <=50K
22, Sales, Male,0,0,50, <=50K
49, Craft-repair, Male,0,0,40, <=50K
43, Prof-specialty, Female,0,0,40, >50K
43, Prof-specialty, Female,0,0,40, <=50K
19, Exec-managerial, Female,0,0,35, <=50K
58, Farming-fishing, Male,0,0,60, <=50K
41, Protective-serv, Male,0,0,40, >50K
31, Adm-clerical, Male,0,0,40, <=50K
30, Transport-moving, Male,0,0,40, <=50K
32, Protective-serv, Male,0,0,40, <=50K
29, Exec-managerial, Male,0,0,35, <=50K
42, Exec-managerial, Male,7298,0,52, >50K
38, Craft-repair, Male,0,0,28, <=50K
41, Prof-specialty, Male,0,0,40, >50K
44, Sales, Male,0,0,50, >50K
31, Prof-specialty, Male,0,0,60, <=50K
34, Craft-repair, Male,0,0,40, <=50K
21, Adm-clerical, Male,0,0,40, <=50K
22, Prof-specialty, Male,0,0,20, <=50K
62, Machine-op-inspct, Male,0,0,40, <=50K
29, Sales, Female,0,1977,25, >50K
43, Prof-specialty, Female,0,0,40, <=50K
45, Machine-op-inspct, Male,0,0,60, >50K
39, Exec-managerial, Male,0,1651,40, <=50K
41, Exec-managerial, Male,0,0,50, <=50K
34, Prof-specialty, Female,0,0,25, >50K
34, Adm-clerical, Female,0,0,33, <=50K
31, Prof-specialty, Male,0,0,47, <=50K
29, Handlers-cleaners, Male,0,0,25, <=50K
41, Craft-repair, Male,3103,0,40, >50K
41, Transport-moving, Male,0,0,55, <=50K
35, Sales, Male,0,0,45, >50K
33, Sales, Female,0,0,45, >50K
37, Adm-clerical, Male,0,0,38, <=50K
69, Sales, Female,0,0,40, <=50K
34, Handlers-cleaners, Female,0,0,40, <=50K
36, Craft-repair, Male,0,0,40, <=50K
41, Transport-moving, Male,0,0,50, <=50K
58, Prof-specialty, Female,0,0,40, >50K
53, Prof-specialty, Male,0,0,40, <=50K
29, Tech-support, Male,0,0,40, <=50K
45, Tech-support, Female,4865,0,40, <=50K
34, Exec-managerial, Male,0,0,38, <=50K
36, Tech-support, Male,0,0,40, <=50K
48, Other-service, Female,0,0,35, <=50K
20, Adm-clerical, Female,0,0,40, <=50K
35, Transport-moving, Male,0,0,50, >50K
63, Handlers-cleaners, Male,0,0,40, <=50K
41, Other-service, Male,0,0,45, <=50K
28, Prof-specialty, Male,0,0,45, <=50K
30, Machine-op-inspct, Female,0,0,40, <=50K
31, Other-service, Female,0,0,40, <=50K
37, Adm-clerical, Female,0,0,38, <=50K
31, Exec-managerial, Male,0,0,50, >50K
46, Exec-managerial, Male,0,0,45, >50K
35, Adm-clerical, Male,0,0,60, >50K
27, Craft-repair, Male,0,0,53, <=50K
41, Craft-repair, Male,0,0,35, <=50K
19, Other-service, Female,0,0,20, <=50K
20, Sales, Male,0,0,45, <=50K
59, Sales, Female,0,0,40, <=50K
40, Other-service, Male,0,0,37, <=50K
56, Sales, Male,0,0,60, <=50K
33, Prof-specialty, Male,15024,0,44, >50K
30, Exec-managerial, Female,0,0,60, <=50K
46, Machine-op-inspct, Male,0,0,50, <=50K
61, Exec-managerial, Male,0,0,35, >50K
50, Exec-managerial, Male,7298,0,40, >50K
25, Other-service, Male,0,0,30, <=50K
40, Adm-clerical, Female,0,0,39, <=50K
51, Craft-repair, Male,0,0,54, <=50K
43, Protective-serv, Male,0,0,40, <=50K
34, Farming-fishing, Male,0,0,54, <=50K
46, Exec-managerial, Male,0,0,45, >50K
28, Prof-specialty, Female,0,0,50, >50K
20, Handlers-cleaners, Male,0,0,28, <=50K
44, Craft-repair, Male,3411,0,40, <=50K
51, Transport-moving, Male,0,0,40, <=50K
33, Sales, Male,0,0,60, >50K
54, Tech-support, Male,0,0,40, >50K
50, Prof-specialty, Female,0,1977,40, >50K
33, Adm-clerical, Female,0,0,40, <=50K
65, Adm-clerical, Male,10605,0,20, >50K
88, Prof-specialty, Male,0,0,40, <=50K
40, Transport-moving, Male,0,0,40, <=50K
51, Adm-clerical, Female,0,0,43, <=50K
50, Other-service, Female,0,0,40, <=50K
25, Farming-fishing, Male,0,0,99, >50K
20, Other-service, Male,0,0,30, <=50K
47, Other-service, Male,0,0,40, <=50K
22, Adm-clerical, Female,0,0,30, <=50K
50, Prof-specialty, Male,0,0,48, >50K
47, Adm-clerical, Female,0,0,40, <=50K
24, Other-service, Male,0,0,45, <=50K
40, Exec-managerial, Female,0,0,45, >50K
36, Prof-specialty, Male,0,0,40, <=50K
32, Adm-clerical, Male,0,0,40, <=50K
44, Craft-repair, Male,0,0,40, <=50K
59, Exec-managerial, Female,0,0,40, <=50K
65, Craft-repair, Male,0,0,30, <=50K
24, Adm-clerical, Female,0,0,65, <=50K
27, Prof-specialty, Male,0,0,35, <=50K
51, Other-service, Male,0,0,40, <=50K
48, Craft-repair, Male,0,0,40, >50K
39, Transport-moving, Male,0,0,60, <=50K
28, Tech-support, Male,0,0,40, <=50K
19, Other-service, Female,0,0,25, <=50K
49, Prof-specialty, Female,0,0,40, <=50K
51, Prof-specialty, Male,0,0,60, <=50K
59, Prof-specialty, Male,0,0,55, <=50K
18, Machine-op-inspct, Female,0,0,40, <=50K
45, Adm-clerical, Male,0,0,80, >50K
30, Prof-specialty, Male,0,0,50, >50K
37, Craft-repair, Male,0,0,35, <=50K
44, Other-service, Male,0,0,40, >50K
33, Craft-repair, Male,0,0,40, <=50K
61, Sales, Male,0,0,40, >50K
61, Protective-serv, Male,0,0,40, <=50K
38, Sales, Male,0,0,42, >50K
36, Machine-op-inspct, Male,0,0,45, <=50K
44, Sales, Male,5178,0,60, >50K
37, Adm-clerical, Male,0,0,62, <=50K
31, Craft-repair, Female,0,0,20, <=50K
54, Prof-specialty, Male,15024,0,45, >50K
20, Other-service, Male,0,0,16, <=50K
48, Craft-repair, Male,7688,0,40, >50K
31, Exec-managerial, Male,4650,0,45, <=50K
38, Prof-specialty, Male,0,0,40, >50K
45, Craft-repair, Male,0,0,40, >50K
48, Craft-repair, Male,0,0,40, <=50K
53, Craft-repair, Male,0,0,40, <=50K
55, Adm-clerical, Female,0,0,40, <=50K
29, Adm-clerical, Female,0,0,40, <=50K
36, Prof-specialty, Male,0,0,60, >50K
42, Farming-fishing, Male,0,0,60, <=50K
50, Adm-clerical, Female,0,0,40, <=50K
75, Prof-specialty, Male,0,0,35, <=50K
46, Prof-specialty, Male,0,1902,40, >50K
52, Adm-clerical, Female,0,0,40, <=50K
27, Adm-clerical, Female,0,0,40, <=50K
43, Craft-repair, Male,0,0,45, <=50K
31, Other-service, Female,0,0,42, <=50K
